"Name","VisualLevel","TID","InfoTID","EnabledByCalendar","Speed","Hitpoints","UpgradeTimeH","UpgradeResource","UpgradeCost","RequiredTownHallLevel","RequiredHeroTavernLevel","AttackRange","AltAttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","IconSWF","IconExportName","BigPicture","BigPictureSWF","SquarePicture","SquarePictureSWF","ArmyTrainingPicture","ArmyTrainingPictureSWF","Projectile","PreferedTargetBuilding","DeployEffect","AttackEffect","AttackEffectAlt","HitEffect","IsFlying","AirTargets","GroundTargets","IsJumper","AttackCount","DieEffect","Animation","AbilityAttackCount","MaxSearchRadiusForDefender","HousingSpace","HealerWeight","TrainingResource","TrainingCost","CelebrateEffect","SleepOffsetX","SleepOffsetY","PatrolRadius","AbilitySummonTroop","AbilityDescTID","AbilityIcon","AbilityBigPictureExportName","StrengthWeight","StrengthWeight2","AlertRadius","Scale","AuraSpell","AuraSpellLevel","AuraTID","AuraDescTID","AuraBigPictureExportName","RetributionSpell","RetributionSpellLevel","RetributionSpellTriggerHealth","HasAltMode","AltModeFlying","AltModeAnimation","PreferedTargetBuildingClass","NoAttackOverWalls","TargetGroups","FightWithGroups","TargetGroupsRadius","TargetGroupsRange","TargetGroupsMinWeight","SmoothJump","WakeUpSpeed","WakeUpSpace","FriendlyGroupWeight","EnemyGroupWeight","AttackEffectShared","TargetedEffectOffset","TriggersTraps","VillageType","NoDefence","PreAttackEffect","DefaultSkin","NewTargetAttackDelay","Gender","SpecialAbilities","SpecialAbilitiesLevel","OnlyShowRageBoost","AvoidNoiseInAttackPositionSelection","AbilityExtraPowerMaxLevel","PreviewScenario","AltPreviewScenario","ItemSlotCount","DefaultItems","MigrationGearLevel","HeroFlagSWF","HeroFlagExportName","HeroFlagBaseExportName","HeroBannerPrefix","LevelGrantedByTavernLevel","ControlledMoveEffect","ForceRetaliation","ScaleByTH"
,80,,,,,2852,120,,180000,14,8,,,,,714,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,18495,11303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,,14,,,,,,,,
,81,,,,,2880,120,,185000,14,8,,,,,717,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,18619,11378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,,15,,,,,,,,
,82,,,,,2904,120,,190000,14,8,,,,,721,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,18746,11456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,,15,,,,,,,,
,83,,,,,2928,120,,195000,14,8,,,,,724,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,18858,11524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,,15,,,,,,,,
,84,,,,,2952,120,,200000,14,8,,,,,728,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,18985,11602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,,15,,,,,,,,
,85,,,,,2976,144,,215000,14,8,,,,,731,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,19628,11936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,,15,,,,,,,,
,86,,,,,3000,144,,225000,15,9,,,,,734,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,19743,12006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,,15,,,,,,,,
,87,,,,,3024,144,,235000,15,9,,,,,738,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,19873,12085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,,15,,,,,,,,
,88,,,,,3048,144,,245000,15,9,,,,,741,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,19989,12155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,,15,,,,,,,,
,89,,,,,3072,144,,255000,15,9,,,,,745,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,20119,12235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,,15,,,,,,,,
,90,,,,,3096,168,,280000,15,9,,,,,748,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,20781,12578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,,15,,,,,,,,
,91,,,,,3120,168,,290000,16,10,,,,,751,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,20900,12650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,,15,,,,,,,,
,92,,,,,3144,168,,300000,16,10,,,,,755,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,21034,12731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,,15,,,,,,,,
,93,,,,,3168,168,,310000,16,10,,,,,758,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,21152,12803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,,15,,,,,,,,
,94,,,,,3192,168,,320000,16,10,,,,,762,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,21286,12884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,,15,,,,,,,,
,95,,,,,3216,192,,340000,16,10,,,,,765,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,21968,13237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,15,,,,,,,,
,96,,,,,3240,192,,350000,17,11,,,,,768,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,22100,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,15,,,,,,,,
,97,,,,,3264,192,,360000,17,11,,,,,771,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,22250,13400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,15,,,,,,,,
,98,,,,,3288,192,,370000,17,11,,,,,774,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,22400,13500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,15,,,,,,,,
,99,,,,,3312,192,,380000,17,11,,,,,777,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,22550,13600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,,15,,,,,,,,
,100,,,,,3336,192,,400000,17,11,,,,,780,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,23200,13700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21",,,,,,,,15,,,,,,,,
,101,,,,,3360,192,,410000,18,12,,,,,783,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,23350,13800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21",,,,,,,,15,,,,,,,,
,102,,,,,3384,192,,420000,18,12,,,,,786,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,23500,13900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21",,,,,,,,15,,,,,,,,
,103,,,,,3408,192,,430000,18,12,,,,,789,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,23650,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21",,,,,,,,15,,,,,,,,
,104,,,,,3432,192,,450000,18,12,,,,,792,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,23800,14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21",,,,,,,,15,,,,,,,,
,105,,,,,3456,,,,18,12,,,,,795,,,,,,,,,,,"ArcherQueen arrow lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,24200,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22",,,,,,,,15,,,,,,,,
"Grand Warden",1,"TID_GRAND_WARDEN","TID_HERO_INSTRUCTIONS_WARDEN",,200,850,2,"Elixir",1000000,11,5,700,650,1800,1050,43,1,,"sc/ui.sc","icon_hero_grandwarden","unit_elder_big","sc/info_ancientelder.sc","icon_hero_grandwarden_profile","sc/ui.sc","hero_art_gw","sc/ui.sc",,,"Hero Deploy",,,"Grand Warden Hit","FALSE","TRUE","TRUE","TRUE",,,,,1000,25,15,"Elixir",,"Grand Warden Scream",,,200,,"TID_HERO_ABILITY_WARDEN_DESC","icon_hero_grandwarden_ability1","unit_elder_ability_big",6150,2982,1300,,"GrandWardenRangeRing",1,,,,,,,"TRUE","TRUE",,,,,"TRUE",500,1300,2000,"TRUE",792,1,0,500,"Grand Warden Statue Attack",-50,"TRUE",,,,"GrandWardenDefault",,"M","GrandWardenAbilityHeal","1",,"TRUE",,"HeroGrandWarden","HeroGrandWardenAir",2,"Eternal Tome; Life Gem;",1,"sc/buildings.sc","GW_rally_point","GW_rally_point_base","gw",,"ForceMoveGW","TRUE",
,2,,,,,868,4,,1100000,11,5,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300,3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,1,,,,,,,,
,3,,,,,886,8,,1200000,11,5,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6450,3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,1,,,,,,,,
,4,,,,,904,10,,1400000,11,5,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600,3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,2,,,,,,,,
,5,,,,,923,12,,1500000,11,5,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,2,,,,,,,,
,6,,,,,942,14,,1700000,11,5,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7150,3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,3,,,,,,,,
,7,,,,,961,16,,1800000,11,5,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7300,3496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,3,,,,,,,,
,8,,,,,982,18,,2000000,11,5,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7450,3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,4,,,,,,,,
,9,,,,,1003,20,,2300000,11,5,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600,3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,4,,,,,,,,
,10,,,,,1025,24,,2700000,11,5,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,5,,,,,,,,
,11,,,,,1048,24,,3000000,11,5,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8150,3940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,5,,,,,,,,
,12,,,,,1072,24,,3400000,11,5,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300,4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,6,,,,,,,,
,13,,,,,1097,24,,3700000,11,5,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8450,4167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,6,,,,,,,,
,14,,,,,1122,24,,4100000,11,5,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600,4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,7,,,,,,,,
,15,,,,,1148,24,,4400000,11,5,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,4476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,7,,,,,,,,
,16,,,,,1173,24,,4800000,11,5,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9300,4593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,8,,,,,,,,
,17,,,,,1199,24,,5100000,11,5,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,4713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,8,,,,,,,,
,18,,,,,1224,24,,5500000,11,5,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9900,4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,8,,,,,,,,
,19,,,,,1250,24,,6000000,11,5,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10200,4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,8,,,,,,,,
,20,,,,,1275,24,,6100000,11,5,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,5165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,8,,,,,,,,
,21,,,,,1301,24,,6200000,12,6,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11300,5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,9,,,,,,,,
,22,,,,,1327,24,,6300000,12,6,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11600,5438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,9,,,,,,,,
,23,,,,,1354,24,,6400000,12,6,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900,5577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,9,,,,,,,,
,24,,,,,1381,24,,6500000,12,6,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12200,5731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,9,,,,,,,,
,25,,,,,1409,36,,6600000,12,6,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000,5967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,9,,,,,,,,
,26,,,,,1438,36,,6700000,12,6,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13300,6129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,9,,,,,,,,
,27,,,,,1467,36,,6800000,12,6,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,9,,,,,,,,
,28,,,,,1497,36,,6900000,12,6,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13900,6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,9,,,,,,,,
,29,,,,,1527,36,,7000000,12,6,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14200,6636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,9,,,,,,,,
,30,,,,,1558,48,,7100000,12,6,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,6910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,9,,,,,,,,
,31,,,,,1590,48,,7200000,12,6,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15450,7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,10,,,,,,,,
,32,,,,,1622,48,,7300000,12,6,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15900,7287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,10,,,,,,,,
,33,,,,,1655,48,,7400000,12,6,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16350,7494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,10,,,,,,,,
,34,,,,,1688,48,,7500000,12,6,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16800,7685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,10,,,,,,,,
,35,,,,,1722,48,,7600000,12,6,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,7999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,10,,,,,,,,
,36,,,,,1757,48,,7700000,12,6,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18450,8230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,11,,,,,,,,
,37,,,,,1793,48,,7800000,12,6,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18900,8448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,11,,,,,,,,
,38,,,,,1829,48,,7900000,12,6,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19350,8683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,11,,,,,,,,
,39,,,,,1867,48,,8000000,12,6,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19800,8938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,11,,,,,,,,
,40,,,,,1904,72,,8300000,12,6,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000,9294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,11,,,,,,,,
,41,,,,,1921,72,,8600000,13,7,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21300,9441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,12,,,,,,,,
,42,,,,,1938,72,,8900000,13,7,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,9572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,12,,,,,,,,
,43,,,,,1955,72,,9200000,13,7,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21900,9688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,12,,,,,,,,
,44,,,,,1972,72,,9500000,13,7,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22200,9803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,12,,,,,,,,
,45,,,,,1989,72,,9800000,13,7,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000,10030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,12,,,,,,,,
,46,,,,,2006,72,,10100000,13,7,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23300,10147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,13,,,,,,,,
,47,,,,,2023,72,,10400000,13,7,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23600,10248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,13,,,,,,,,
,48,,,,,2040,72,,10700000,13,7,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23900,10349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,13,,,,,,,,
,49,,,,,2057,72,,11000000,13,7,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24200,10466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,13,,,,,,,,
,50,,,,,2074,96,,11400000,13,7,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,10701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,13,,,,,,,,
,51,,,,,2091,96,,11800000,14,8,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25300,10819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,14,,,,,,,,
,52,,,,,2108,96,,12200000,14,8,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25600,10922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,14,,,,,,,,
,53,,,,,2125,96,,12600000,14,8,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25900,11024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,14,,,,,,,,
,54,,,,,2142,96,,13000000,14,8,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26200,11142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,14,,,,,,,,
,55,,,,,2159,96,,13400000,14,8,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000,11385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,14,,,,,,,,
,56,,,,,2176,96,,13800000,14,8,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27300,11489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,15,,,,,,,,
,57,,,,,2193,96,,14200000,14,8,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27600,11577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,15,,,,,,,,
,58,,,,,2210,96,,14600000,14,8,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27900,11680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,15,,,,,,,,
,59,,,,,2227,96,,15000000,14,8,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,11768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,15,,,,,,,,
,60,,,,,2244,144,,15500000,14,8,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000,12018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,,15,,,,,,,,
,61,,,,,2261,144,,16000000,15,9,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29300,12106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,,15,,,,,,,,
,62,,,,,2278,144,,16500000,15,9,,,,,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29600,12211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,,15,,,,,,,,
,63,,,,,2295,144,,17000000,15,9,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29900,12316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,,15,,,,,,,,
,64,,,,,2312,144,,17500000,15,9,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30200,12405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13",,,,,,,,15,,,,,,,,
,65,,,,,2329,168,,18000000,15,9,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000,12662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,15,,,,,,,,
,66,,,,,2346,168,,18500000,16,10,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31150,12752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,15,,,,,,,,
,67,,,,,2363,168,,19000000,16,10,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31300,12858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,15,,,,,,,,
,68,,,,,2380,168,,19500000,16,10,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31450,12948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,15,,,,,,,,
,69,,,,,2397,180,,20000000,16,10,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31600,13054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14",,,,,,,,15,,,,,,,,
,70,,,,,2414,192,,20500000,16,10,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,13302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,15,,,,,,,,
,71,,,,,2431,192,,21000000,17,11,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32150,13400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,15,,,,,,,,
,72,,,,,2448,192,,21500000,17,11,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32300,13500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,15,,,,,,,,
